region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state,lat,long,description_length,posting_year,posting_month,car_age,odometer_per_year,is_high_mileage,manufacturer_frequency
phoenix,26500,2020.0,chevrolet,Other,Unknown,6 cylinders,gas,30564.0,clean,automatic,rwd,Unknown,Unknown,white,az,33.494562,-111.891699,803,2021.0,5.0,1.0,30564.0,0,0.11195
Other,11900,2011.0,dodge,Other,excellent,8 cylinders,gas,169570.0,clean,automatic,4wd,full-size,SUV,black,co,39.082629,-108.585847,1734,2021.0,4.0,10.0,16957.0,1,0.0322
daytona beach,16995,2010.0,ford,f-150,Unknown,Unknown,gas,24867.0,clean,automatic,Unknown,Unknown,Unknown,white,fl,27.5008,-80.36,2735,2021.0,4.0,11.0,2260.6363636363635,0,0.1533
tucson,10995,2016.0,volkswagen,Other,Unknown,4 cylinders,gas,68200.0,clean,automatic,Unknown,Unknown,sedan,white,az,32.267941,-110.977848,6239,2021.0,4.0,5.0,13640.0,0,0.02345
south florida,5900,2008.0,ford,fusion,Unknown,Unknown,gas,89126.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,fl,26.260758,-80.117966,343,2021.0,5.0,13.0,6855.846153846154,0,0.1533
los angeles,24590,2018.0,infiniti,Other,good,Unknown,gas,25940.0,clean,automatic,Unknown,Unknown,hatchback,silver,ca,34.2,-118.44,3989,2021.0,5.0,3.0,8646.666666666666,0,0.01375
ft myers / SW florida,5500,2006.0,lincoln,Other,excellent,8 cylinders,gas,195000.0,clean,automatic,rwd,full-size,SUV,white,fl,26.180926,-81.809918,1348,2021.0,4.0,15.0,13000.0,1,0.00915
denver,5990,2010.0,chevrolet,Other,Unknown,Unknown,gas,128430.0,clean,automatic,Unknown,compact,coupe,Unknown,co,39.595086,-104.845088,2735,2021.0,5.0,11.0,11675.454545454546,0,0.11195
Other,40590,2019.0,ram,Other,good,8 cylinders,gas,16931.0,clean,other,4wd,Unknown,pickup,Unknown,fl,29.67,-82.33,4470,2021.0,4.0,2.0,8465.5,0,0.0382
colorado springs,22590,2020.0,honda,Other,good,Unknown,other,2615.0,clean,other,Unknown,Unknown,coupe,white,co,38.82108,-104.82311,4288,2021.0,4.0,1.0,2615.0,0,0.0545
"washington, DC",21975,2021.0,mitsubishi,Other,Unknown,Unknown,gas,3703.0,clean,automatic,fwd,Unknown,Unknown,Unknown,dc,38.771145,-77.49771,2264,2021.0,5.0,0.0,3703.0,0,0.00675
orlando,8995,2001.0,bmw,Other,excellent,6 cylinders,gas,115613.0,clean,automatic,rwd,mid-size,convertible,black,fl,28.470883,-81.279412,2531,2021.0,5.0,20.0,5780.65,0,0.0387
yuba-sutter,3999,2000.0,toyota,Other,excellent,4 cylinders,gas,158067.0,clean,automatic,Unknown,Unknown,sedan,Unknown,ca,39.123441,-121.61144,2857,2021.0,4.0,21.0,7527.0,1,0.09435
redding,13999,2004.0,ram,1500,Unknown,8 cylinders,gas,83000.0,clean,automatic,4wd,Unknown,truck,black,ca,38.614287,-121.270495,3409,2021.0,4.0,17.0,4882.35294117647,0,0.0382
reno / tahoe,34998,2016.0,bmw,Other,Unknown,Unknown,gas,65465.0,clean,automatic,Unknown,full-size,sedan,white,ca,38.574553,-121.25758,23700,2021.0,4.0,5.0,13093.0,0,0.0387
denver,35900,2015.0,ford,Other,Unknown,6 cylinders,Unknown,18748.0,clean,other,rwd,Unknown,Unknown,white,co,39.674406,-104.998604,4293,2021.0,5.0,6.0,3124.6666666666665,0,0.1533
tucson,5995,2013.0,kia,Other,Unknown,4 cylinders,gas,140522.0,clean,manual,fwd,Unknown,wagon,green,az,32.236075,-110.878886,568,2021.0,4.0,8.0,17565.25,0,0.0204
lakeland,19998,2016.0,bmw,Other,Unknown,Unknown,gas,86594.0,clean,automatic,Unknown,compact,sedan,black,fl,28.00853,-82.45974,2242,2021.0,4.0,5.0,17318.8,0,0.0387
santa barbara,8975,2016.0,chevrolet,Other,excellent,4 cylinders,gas,144000.0,clean,automatic,fwd,mid-size,sedan,white,ca,34.0662,-117.3993,2373,2021.0,5.0,5.0,28800.0,0,0.11195
ft myers / SW florida,38990,2020.0,lincoln,Other,good,6 cylinders,gas,1772.0,clean,other,fwd,Unknown,sedan,black,fl,26.63,-81.85,4109,2021.0,4.0,1.0,1772.0,0,0.00915
"washington, DC",4900,2002.0,nissan,Other,Unknown,6 cylinders,gas,140417.0,clean,automatic,4wd,Unknown,pickup,blue,dc,38.663556,-77.25123,2465,2021.0,5.0,19.0,7390.368421052632,0,0.04915
bakersfield,56995,2017.0,ford,Other,Unknown,8 cylinders,other,104075.0,clean,automatic,4wd,Unknown,pickup,white,ca,33.3917,-111.9249,3155,2021.0,4.0,4.0,26018.75,0,0.1533
Other,13988,2013.0,buick,Other,Unknown,Unknown,gas,118432.0,clean,automatic,Unknown,Unknown,other,white,ga,34.80145,-82.42621,2608,2021.0,4.0,8.0,14804.0,0,0.00855
denver,36975,2011.0,chevrolet,corvette,Unknown,Unknown,gas,29866.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,co,39.523061,-104.764981,995,2021.0,5.0,10.0,2986.6,0,0.11195
orlando,5500,2006.0,toyota,sienna,excellent,6 cylinders,gas,205.0,clean,automatic,Unknown,Unknown,mini-van,white,fl,28.5399,-81.3727,123,2021.0,4.0,15.0,13.666666666666666,0,0.09435
palm springs,11970,2017.0,hyundai,Other,excellent,4 cylinders,gas,58000.0,clean,automatic,Unknown,Unknown,other,Unknown,ca,33.741517,-116.35686,6427,2021.0,4.0,4.0,14500.0,0,0.0267
tampa bay area,6700,2015.0,dodge,Other,excellent,4 cylinders,gas,118453.0,clean,automatic,fwd,mid-size,sedan,white,fl,27.996072,-82.462625,732,2021.0,5.0,6.0,19742.166666666668,0,0.0322
hawaii,15988,2016.0,nissan,Other,Unknown,Unknown,gas,47131.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,hi,21.3488,-157.8759,295,2021.0,4.0,5.0,9426.2,0,0.04915
stockton,17738,2015.0,honda,Other,good,4 cylinders,gas,104894.0,clean,automatic,Unknown,Unknown,other,silver,ca,38.610767,-121.422557,2930,2021.0,4.0,6.0,17482.333333333332,0,0.0545
atlanta,3995,2002.0,toyota,Other,excellent,4 cylinders,gas,155000.0,clean,automatic,fwd,sub-compact,sedan,blue,ga,33.923751,-84.679717,1257,2021.0,5.0,19.0,8157.894736842105,1,0.09435
jacksonville,10495,2010.0,chrysler,Other,Unknown,8 cylinders,gas,88796.0,clean,automatic,rwd,Unknown,sedan,black,fl,30.348,-81.5882,2377,2021.0,5.0,11.0,8072.363636363636,0,0.0129
tucson,14990,2015.0,ford,explorer,excellent,6 cylinders,gas,132203.0,clean,automatic,4wd,full-size,SUV,white,az,32.236664,-110.866049,5458,2021.0,4.0,6.0,22033.833333333332,0,0.1533
Other,28990,2018.0,audi,Other,good,Unknown,other,51504.0,clean,other,Unknown,Unknown,SUV,blue,ga,32.8095,-83.6168,4118,2021.0,4.0,3.0,17168.0,0,0.01865
ft myers / SW florida,9995,2007.0,ford,Other,Unknown,Unknown,gas,131084.0,clean,automatic,fwd,Unknown,pickup,red,fl,26.657967,-81.844788,1502,2021.0,4.0,14.0,9363.142857142857,0,0.1533
Other,7800,1998.0,pontiac,Other,good,8 cylinders,gas,206000.0,clean,automatic,rwd,compact,convertible,black,fl,30.4481,-87.2589,273,2021.0,4.0,23.0,8956.521739130434,1,0.00365
los angeles,34990,2020.0,cadillac,Other,good,Unknown,gas,14867.0,clean,other,Unknown,Unknown,sedan,Unknown,ca,34.00921,-118.10252,3957,2021.0,5.0,1.0,14867.0,0,0.01445
fort collins / north CO,9997,2012.0,gmc,Other,Unknown,6 cylinders,gas,144879.0,clean,automatic,4wd,Unknown,SUV,red,co,40.392756,-104.727851,4635,2021.0,5.0,9.0,16097.666666666666,0,0.0319
santa barbara,27990,2019.0,chevrolet,Other,good,6 cylinders,gas,30734.0,clean,other,fwd,Unknown,SUV,Unknown,ca,33.7865,-84.4454,3971,2021.0,4.0,2.0,15367.0,0,0.11195
delaware,4495,2006.0,mercury,Other,good,6 cylinders,gas,132454.0,clean,automatic,fwd,Unknown,sedan,custom,de,39.937155,-75.088194,2106,2021.0,4.0,15.0,8830.266666666666,0,0.0026
colorado springs,10999,2004.0,chevrolet,tahoe,Unknown,8 cylinders,gas,158945.0,clean,automatic,4wd,Unknown,SUV,blue,co,39.78485,-105.11517,2280,2021.0,4.0,17.0,9349.70588235294,1,0.11195
ft myers / SW florida,8990,2013.0,dodge,grand caravan,excellent,6 cylinders,gas,101123.0,clean,automatic,fwd,full-size,mini-van,Unknown,fl,26.627126,-81.861845,5243,2021.0,4.0,8.0,12640.375,0,0.0322
SF bay area,22590,2019.0,dodge,Other,good,6 cylinders,other,40295.0,clean,other,fwd,Unknown,van,silver,ca,37.81,-122.3,4553,2021.0,5.0,2.0,20147.5,0,0.0322
Other,2995,2009.0,hyundai,Other,good,4 cylinders,gas,127000.0,clean,manual,fwd,compact,coupe,Unknown,ct,41.139308,-73.424086,448,2021.0,4.0,12.0,10583.333333333334,0,0.0267
Other,38998,2017.0,rover,Other,excellent,4 cylinders,gas,36257.0,clean,automatic,4wd,full-size,SUV,black,ca,38.608933,-121.430188,18885,2021.0,5.0,4.0,9064.25,0,0.00595
anchorage / mat-su,14999,2011.0,ford,Other,Unknown,6 cylinders,gas,82740.0,clean,automatic,Unknown,Unknown,SUV,blue,ak,61.2116,-149.8761,2964,2021.0,4.0,10.0,8274.0,0,0.1533
lakeland,19990,2010.0,mazda,Other,good,Unknown,gas,23621.0,clean,other,rwd,Unknown,other,silver,fl,28.04,-81.96,4371,2021.0,4.0,11.0,2147.3636363636365,0,0.0144
hartford,21999,2012.0,chevrolet,Other,good,8 cylinders,gas,120648.0,clean,automatic,rwd,Unknown,other,white,ct,,,3544,2021.0,4.0,9.0,13405.333333333334,0,0.11195
ventura county,6400,2007.0,chevrolet,impala,excellent,6 cylinders,gas,65720.0,clean,automatic,fwd,mid-size,coupe,white,ca,34.2092,-118.8739,104,2021.0,4.0,14.0,4694.285714285715,0,0.11195
sarasota-bradenton,13000,1984.0,mitsubishi,Other,excellent,Unknown,diesel,74000.0,clean,manual,4wd,mid-size,SUV,black,fl,27.370913,-82.536464,732,2021.0,4.0,37.0,2000.0,0,0.00675
orange county,22900,2021.0,kia,Other,excellent,4 cylinders,gas,1009.0,clean,automatic,fwd,Unknown,sedan,blue,ca,33.875577,-117.570384,5079,2021.0,4.0,0.0,1009.0,0,0.0204
fayetteville,13499,2011.0,bmw,Other,Unknown,Unknown,gas,84000.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,ar,36.176503,-94.23465,672,2021.0,4.0,10.0,8400.0,0,0.0387
colorado springs,13989,2016.0,kia,soul,excellent,Unknown,gas,76735.0,clean,automatic,fwd,Unknown,Unknown,Unknown,co,38.815698,-104.832238,3084,2021.0,4.0,5.0,15347.0,0,0.0204
tucson,51986,2019.0,toyota,4runner,Unknown,Unknown,gas,11507.0,clean,automatic,4wd,Unknown,SUV,white,az,32.23539,-110.916482,2123,2021.0,4.0,2.0,5753.5,0,0.09435
ft myers / SW florida,12995,2014.0,ford,mustang,Unknown,Unknown,gas,146807.0,clean,automatic,Unknown,sub-compact,convertible,green,fl,26.657967,-81.844788,1437,2021.0,5.0,7.0,20972.428571428572,0,0.1533
new haven,10000,2013.0,ford,explorer,good,6 cylinders,gas,202223.0,clean,automatic,4wd,Unknown,SUV,white,ct,41.5334,-72.7997,1015,2021.0,4.0,8.0,25277.875,1,0.1533
tucson,8995,2009.0,bmw,Other,Unknown,6 cylinders,gas,137740.0,clean,automatic,4wd,Unknown,SUV,blue,az,32.200727,-110.874757,468,2021.0,4.0,12.0,11478.333333333334,0,0.0387
new haven,23990,2018.0,subaru,Other,good,Unknown,gas,15348.0,clean,other,Unknown,Unknown,sedan,blue,ct,41.31,-72.92,4611,2021.0,4.0,3.0,5116.0,0,0.0224
atlanta,7000,2012.0,kia,soul,good,Unknown,gas,54000.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,ga,34.040814,-84.335024,32,2021.0,5.0,9.0,6000.0,0,0.0204
san luis obispo,18995,2000.0,chevrolet,corvette,good,8 cylinders,gas,61597.0,clean,automatic,rwd,mid-size,coupe,blue,ca,35.482265,-120.660756,1836,2021.0,4.0,21.0,2933.190476190476,0,0.11195
tucson,44257,2014.0,toyota,Other,Unknown,Unknown,gas,61071.0,clean,automatic,4wd,Unknown,pickup,white,az,32.23539,-110.916482,2781,2021.0,5.0,7.0,8724.42857142857,0,0.09435
orange county,6500,2009.0,audi,Other,Unknown,Unknown,gas,128620.0,clean,automatic,4wd,Unknown,Unknown,Unknown,ca,33.760117,-117.880006,3259,2021.0,4.0,12.0,10718.333333333334,0,0.01865
atlanta,3900,2006.0,chrysler,Unknown,excellent,6 cylinders,gas,149000.0,clean,automatic,Unknown,Unknown,mini-van,Unknown,ga,33.7883,-83.7013,343,2021.0,4.0,15.0,9933.333333333334,0,0.0129
atlanta,30990,2014.0,chevrolet,Other,good,8 cylinders,other,87922.0,clean,other,4wd,Unknown,other,white,ga,33.75,-84.39,4170,2021.0,5.0,7.0,12560.285714285714,0,0.11195
ventura county,18990,2016.0,volkswagen,Other,good,Unknown,other,25243.0,clean,other,fwd,Unknown,hatchback,silver,ca,33.779214,-84.411811,4658,2021.0,5.0,5.0,5048.6,0,0.02345
ventura county,3000,2003.0,chevrolet,Other,good,4 cylinders,gas,161890.0,clean,automatic,fwd,compact,coupe,silver,ca,34.2351,-119.182,150,2021.0,4.0,18.0,8993.888888888889,1,0.11195
redding,26900,2008.0,toyota,Other,Unknown,6 cylinders,gas,153018.0,clean,automatic,4wd,Unknown,SUV,grey,ca,45.523511,-122.684362,1382,2021.0,5.0,13.0,11770.615384615385,1,0.09435
Other,22590,2013.0,ford,Other,good,6 cylinders,other,14169.0,clean,other,Unknown,Unknown,pickup,silver,ga,32.08,-81.1,4876,2021.0,4.0,8.0,1771.125,0,0.1533
stockton,56000,2017.0,Unknown,Other,excellent,6 cylinders,diesel,97654.0,clean,automatic,rwd,Unknown,truck,white,ca,33.453672,-112.222149,2376,2021.0,4.0,4.0,24413.5,0,0.04385
bakersfield,38990,2013.0,chevrolet,Other,good,8 cylinders,gas,51525.0,clean,other,rwd,Unknown,other,red,ca,35.38,-119.02,4315,2021.0,4.0,8.0,6440.625,0,0.11195
chico,12500,2008.0,lexus,Other,Unknown,Unknown,gas,165000.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,ca,39.370629,-121.687897,456,2021.0,4.0,13.0,12692.307692307691,1,0.02515
atlanta,5500,2004.0,bmw,Other,excellent,8 cylinders,gas,217000.0,clean,automatic,rwd,Unknown,sedan,white,ga,33.8123,-84.2819,369,2021.0,5.0,17.0,12764.70588235294,1,0.0387
fresno / madera,5999,2006.0,chevrolet,Other,excellent,6 cylinders,gas,80000.0,clean,automatic,4wd,full-size,SUV,brown,ca,36.754886,-119.790578,548,2021.0,5.0,15.0,5333.333333333333,0,0.11195
visalia-tulare,32990,2019.0,alfa-romeo,Other,good,Unknown,other,15139.0,clean,other,rwd,Unknown,sedan,black,ca,36.4,-119.38,3880,2021.0,4.0,2.0,7569.5,0,0.00235
"washington, DC",6200,2013.0,volkswagen,Other,excellent,Unknown,gas,130000.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,dc,39.087,-77.168,83,2021.0,5.0,8.0,16250.0,0,0.02345
daytona beach,3950,2011.0,dodge,Other,Unknown,6 cylinders,gas,199000.0,clean,automatic,Unknown,Unknown,SUV,silver,fl,28.9093,-81.1922,304,2021.0,4.0,10.0,19900.0,1,0.0322
tampa bay area,30990,2017.0,toyota,Other,good,6 cylinders,gas,29544.0,clean,other,fwd,Unknown,van,black,fl,28.44,-82.56,4073,2021.0,4.0,4.0,7386.0,0,0.09435
inland empire,27900,2018.0,toyota,tacoma,excellent,4 cylinders,gas,45495.0,clean,automatic,rwd,full-size,truck,white,ca,33.875577,-117.570384,4433,2021.0,5.0,3.0,15165.0,0,0.09435
Other,24990,2018.0,cadillac,Other,good,Unknown,gas,70471.0,clean,other,rwd,Unknown,sedan,black,ga,32.51,-84.87,4235,2021.0,4.0,3.0,23490.333333333332,0,0.01445
ft myers / SW florida,27990,2018.0,acura,Other,good,6 cylinders,gas,20420.0,clean,other,fwd,Unknown,sedan,black,fl,26.63,-81.85,4133,2021.0,4.0,3.0,6806.666666666667,0,0.01315
Other,9800,2009.0,honda,accord,excellent,4 cylinders,gas,109000.0,clean,automatic,fwd,mid-size,sedan,silver,fl,30.491355,-87.194045,311,2021.0,4.0,12.0,9083.333333333334,0,0.0545
Other,8495,2008.0,honda,accord,excellent,Unknown,gas,177122.0,clean,automatic,fwd,Unknown,sedan,black,ga,34.139588,-83.971135,8153,2021.0,4.0,13.0,13624.76923076923,1,0.0545
ocala,6995,2012.0,chevrolet,Other,Unknown,Unknown,gas,132038.0,clean,automatic,Unknown,Unknown,sedan,red,fl,29.169838,-82.138774,1497,2021.0,4.0,9.0,14670.888888888889,0,0.11195
santa barbara,14500,1991.0,ford,Other,excellent,8 cylinders,gas,126.0,clean,automatic,4wd,full-size,SUV,red,ca,33.673926,-117.812748,254,2021.0,4.0,30.0,4.2,0,0.1533
visalia-tulare,32990,2018.0,audi,Other,good,Unknown,other,13893.0,clean,other,Unknown,Unknown,coupe,Unknown,ca,36.4,-119.38,4085,2021.0,4.0,3.0,4631.0,0,0.01865
delaware,8950,2012.0,toyota,Other,Unknown,Unknown,gas,64080.0,clean,automatic,Unknown,Unknown,sedan,Unknown,de,40.89333,-74.164125,10168,2021.0,4.0,9.0,7120.0,0,0.09435
Other,14495,2015.0,dodge,Other,excellent,6 cylinders,gas,79658.0,clean,automatic,fwd,Unknown,SUV,silver,ca,40.591649,-124.146667,577,2021.0,4.0,6.0,13276.333333333334,0,0.0322
Other,6800,2007.0,volvo,Other,excellent,6 cylinders,gas,72000.0,clean,automatic,Unknown,Unknown,sedan,Unknown,co,39.6313,-106.5108,1392,2021.0,4.0,14.0,5142.857142857143,0,0.00935
orlando,10500,2008.0,ram,1500,excellent,8 cylinders,gas,169949.0,clean,automatic,rwd,Unknown,truck,orange,fl,28.6214,-81.4294,922,2021.0,4.0,13.0,13073.0,1,0.0382
treasure coast,31990,2014.0,gmc,Other,good,Unknown,other,57899.0,clean,other,Unknown,Unknown,SUV,black,fl,33.7865,-84.4454,4116,2021.0,4.0,7.0,8271.285714285714,0,0.0319
ocala,23999,2012.0,ford,Other,excellent,6 cylinders,gas,92425.0,clean,automatic,rwd,full-size,truck,black,fl,28.899361,-82.374053,261,2021.0,4.0,9.0,10269.444444444445,0,0.1533
tampa bay area,23995,2015.0,lexus,Other,Unknown,6 cylinders,gas,82233.0,clean,automatic,rwd,mid-size,sedan,grey,fl,27.934474,-82.740109,8473,2021.0,5.0,6.0,13705.5,0,0.02515
tucson,8799,2012.0,buick,Other,Unknown,Unknown,gas,105910.0,clean,automatic,Unknown,compact,sedan,white,az,32.25166,-110.960537,2397,2021.0,4.0,9.0,11767.777777777777,0,0.00855
flagstaff / sedona,12500,2018.0,subaru,impreza,excellent,4 cylinders,gas,35550.0,salvage,automatic,4wd,compact,Unknown,black,az,35.393259,-111.378193,431,2021.0,4.0,3.0,11850.0,0,0.0224
los angeles,8400,2000.0,toyota,Other,good,Unknown,gas,142823.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,ca,34.1802,-118.4324,133,2021.0,5.0,21.0,6801.0952380952385,0,0.09435
little rock,25000,2016.0,chevrolet,silverado 1500,like new,8 cylinders,gas,120000.0,clean,automatic,4wd,full-size,truck,red,ar,35.0937,-91.9074,146,2021.0,4.0,5.0,24000.0,0,0.11195
denver,63000,2021.0,toyota,tundra,new,8 cylinders,gas,500.0,lien,automatic,4wd,Unknown,pickup,grey,co,43.7013,-116.4967,1915,2021.0,5.0,0.0,500.0,0,0.09435
sarasota-bradenton,15000,2017.0,hyundai,Other,good,6 cylinders,gas,86000.0,clean,automatic,fwd,full-size,SUV,white,fl,27.3808,-82.464,498,2021.0,4.0,4.0,21500.0,0,0.0267
jacksonville,7800,2013.0,nissan,Other,excellent,4 cylinders,gas,114474.0,clean,automatic,fwd,full-size,SUV,grey,fl,30.2908,-81.6321,209,2021.0,5.0,8.0,14309.25,0,0.04915
denver,4995,2001.0,jeep,grand cherokee,good,8 cylinders,gas,182879.0,clean,automatic,4wd,mid-size,SUV,silver,co,39.532313,-104.76908,132,2021.0,5.0,20.0,9143.95,1,0.03625
Other,7000,2004.0,infiniti,Other,excellent,8 cylinders,gas,208000.0,clean,automatic,4wd,full-size,SUV,black,ga,31.2804,-81.5305,247,2021.0,4.0,17.0,12235.29411764706,1,0.01375
atlanta,48000,2017.0,tesla,Other,like new,Unknown,gas,33222.0,clean,automatic,rwd,full-size,hatchback,black,ga,33.857,-84.216,831,2021.0,5.0,4.0,8305.5,0,0.00265
new haven,17990,2019.0,mitsubishi,Other,good,Unknown,gas,31261.0,clean,other,4wd,Unknown,hatchback,silver,ct,41.31,-72.92,4451,2021.0,4.0,2.0,15630.5,0,0.00675
jacksonville,22500,2017.0,infiniti,Other,excellent,6 cylinders,gas,58590.0,clean,automatic,fwd,full-size,SUV,blue,fl,30.351,-81.5061,496,2021.0,4.0,4.0,14647.5,0,0.01375
ft myers / SW florida,29500,2013.0,mercedes-benz,e-class,Unknown,Unknown,gas,34389.0,clean,automatic,rwd,Unknown,convertible,Unknown,fl,26.531998,-81.859807,4561,2021.0,4.0,8.0,4298.625,0,0.03715
sacramento,6450,2008.0,nissan,Other,Unknown,6 cylinders,gas,195000.0,clean,automatic,4wd,Unknown,SUV,grey,ca,38.4797,-121.4438,1703,2021.0,5.0,13.0,15000.0,1,0.04915
denver,30998,2018.0,toyota,Other,Unknown,6 cylinders,gas,40381.0,clean,automatic,4wd,mid-size,SUV,white,co,39.822719,-105.003969,345,2021.0,5.0,3.0,13460.333333333334,0,0.09435
Other,4500,2008.0,nissan,Other,Unknown,4 cylinders,gas,160000.0,clean,automatic,4wd,Unknown,Unknown,Unknown,ct,41.3664,-71.9155,311,2021.0,4.0,13.0,12307.692307692309,1,0.04915
sacramento,6950,2004.0,toyota,4runner,good,8 cylinders,gas,240529.0,clean,automatic,fwd,Unknown,SUV,silver,ca,38.538729,-121.409144,1165,2021.0,5.0,17.0,14148.764705882353,1,0.09435
bakersfield,13500,2006.0,ford,mustang,excellent,8 cylinders,gas,40000.0,rebuilt,manual,rwd,mid-size,convertible,black,ca,35.669,-118.457,369,2021.0,4.0,15.0,2666.6666666666665,0,0.1533
palm springs,11999,2011.0,buick,Other,good,6 cylinders,gas,90412.0,clean,automatic,4wd,Unknown,SUV,Unknown,ca,33.745583,-116.361979,5102,2021.0,5.0,10.0,9041.2,0,0.00855
bakersfield,24990,2019.0,nissan,Other,good,Unknown,gas,6380.0,clean,other,fwd,Unknown,pickup,black,ca,35.38,-119.02,4692,2021.0,4.0,2.0,3190.0,0,0.04915
Other,36990,2016.0,gmc,Other,good,8 cylinders,gas,23190.0,clean,other,4wd,Unknown,pickup,black,ga,31.57,-84.17,4387,2021.0,4.0,5.0,4638.0,0,0.0319
sarasota-bradenton,15888,2017.0,dodge,grand caravan,Unknown,Unknown,gas,87694.0,clean,automatic,fwd,Unknown,mini-van,black,fl,27.26977,-82.48229,1732,2021.0,4.0,4.0,21923.5,0,0.0322
orange county,57500,2004.0,porsche,Other,Unknown,Unknown,gas,41000.0,clean,manual,Unknown,full-size,convertible,red,ca,33.7875,-117.8776,1922,2021.0,4.0,17.0,2411.764705882353,0,0.00405
ventura county,4900,2010.0,chrysler,Other,excellent,4 cylinders,gas,100400.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,ca,34.2313,-119.0464,161,2021.0,5.0,11.0,9127.272727272728,0,0.0129
santa barbara,17590,2013.0,mini,Other,good,Unknown,other,20181.0,clean,other,fwd,Unknown,hatchback,red,ca,33.779214,-84.411811,4087,2021.0,4.0,8.0,2522.625,0,0.0072
sacramento,19588,2018.0,hyundai,Other,good,4 cylinders,gas,45191.0,clean,automatic,Unknown,Unknown,other,blue,ca,38.610767,-121.422557,2717,2021.0,5.0,3.0,15063.666666666666,0,0.0267
Other,12995,2016.0,toyota,Other,excellent,4 cylinders,hybrid,93096.0,clean,automatic,Unknown,Unknown,other,Unknown,ca,38.614952,-121.271667,24254,2021.0,5.0,5.0,18619.2,0,0.09435
Other,22795,2015.0,mercedes-benz,c-class,Unknown,4 cylinders,gas,67870.0,clean,automatic,Unknown,Unknown,sedan,silver,al,33.669601,-86.817617,2903,2021.0,4.0,6.0,11311.666666666666,0,0.03715
sacramento,5700,2007.0,honda,Other,good,6 cylinders,gas,193010.0,clean,automatic,4wd,full-size,SUV,white,ca,38.8976,-121.0744,319,2021.0,5.0,14.0,13786.42857142857,1,0.0545
inland empire,6900,2009.0,ford,Other,excellent,4 cylinders,hybrid,95702.0,clean,automatic,fwd,mid-size,SUV,green,ca,33.9208,-117.4589,700,2021.0,4.0,12.0,7975.166666666667,0,0.1533
ft myers / SW florida,38590,2011.0,mercedes-benz,Other,good,Unknown,other,23471.0,clean,other,Unknown,Unknown,convertible,red,fl,26.14,-81.79,5004,2021.0,4.0,10.0,2347.1,0,0.03715
Other,40975,,Unknown,Other,Unknown,6 cylinders,hybrid,10940.0,clean,automatic,fwd,Unknown,SUV,grey,fl,29.676827,-82.319202,4266,2021.0,4.0,,10940.0,0,0.04385
little rock,30590,2019.0,lexus,Other,good,Unknown,other,40251.0,clean,other,Unknown,Unknown,hatchback,white,ar,34.72,-92.35,3843,2021.0,4.0,2.0,20125.5,0,0.02515
ft myers / SW florida,22900,2012.0,lexus,Other,like new,8 cylinders,gas,48750.0,clean,automatic,fwd,full-size,sedan,black,fl,26.6265,-81.9677,826,2021.0,4.0,9.0,5416.666666666667,0,0.02515
Other,23590,2017.0,dodge,Other,good,6 cylinders,gas,30987.0,clean,automatic,rwd,Unknown,sedan,Unknown,ga,32.51,-84.87,4184,2021.0,4.0,4.0,7746.75,0,0.0322
