region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state,lat,long,description_length,posting_year,posting_month,car_age,odometer_per_year,is_high_mileage,manufacturer_frequency
orange county,54995,,Unknown,Other,Unknown,8 cylinders,gas,80.0,clean,automatic,4wd,Unknown,pickup,red,ca,33.458277,-111.92597,4548,2021.0,5.0,,80.0,0,0.04385
stockton,3530,2007.0,pontiac,Other,good,6 cylinders,gas,198000.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,ca,38.025,-121.2972,156,2021.0,4.0,14.0,14142.857142857143,1,0.00365
tampa bay area,15995,2017.0,nissan,altima,Unknown,Unknown,gas,118172.0,clean,automatic,fwd,Unknown,sedan,Unknown,fl,27.999033,-82.459702,1994,2021.0,4.0,4.0,29543.0,0,0.04915
ventura county,6909,2006.0,honda,Other,excellent,6 cylinders,gas,112000.0,clean,automatic,fwd,mid-size,van,brown,ca,34.245358,-118.421508,2089,2021.0,4.0,15.0,7466.666666666667,0,0.0545
santa barbara,12990,2012.0,hyundai,Other,good,Unknown,gas,30835.0,clean,automatic,fwd,Unknown,hatchback,white,ca,33.7865,-84.4454,4035,2021.0,4.0,9.0,3426.1111111111113,0,0.0267
ventura county,3500,1993.0,chevrolet,Other,Unknown,Unknown,gas,101100.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,ca,34.1774,-118.9358,136,2021.0,4.0,28.0,3610.714285714286,0,0.11195
colorado springs,35990,2017.0,dodge,Other,good,Unknown,other,10752.0,clean,other,rwd,Unknown,coupe,white,co,38.82108,-104.82311,4181,2021.0,4.0,4.0,2688.0,0,0.0322
stockton,36999,2011.0,ford,Other,excellent,8 cylinders,diesel,149978.0,clean,automatic,4wd,Unknown,truck,silver,ca,38.640574,-121.270137,1317,2021.0,4.0,10.0,14997.8,0,0.1533
bakersfield,13220,2015.0,chevrolet,malibu,excellent,4 cylinders,gas,68817.0,clean,automatic,fwd,mid-size,sedan,white,ca,35.337358,-119.016669,3920,2021.0,4.0,6.0,11469.5,0,0.11195
Other,34995,2017.0,gmc,sierra 1500,Unknown,8 cylinders,gas,111243.0,clean,automatic,4wd,Unknown,truck,black,ar,36.05841,-91.87925,3936,2021.0,4.0,4.0,27810.75,0,0.0319
south florida,27621,2018.0,mercedes-benz,c-class,Unknown,4 cylinders,gas,12485.0,clean,automatic,rwd,compact,sedan,silver,fl,26.458903,-80.079637,9489,2021.0,4.0,3.0,4161.666666666667,0,0.03715
jacksonville,16999,2008.0,ford,Other,good,8 cylinders,gas,103698.0,clean,automatic,rwd,Unknown,truck,white,fl,29.172117,-81.027303,330,2021.0,4.0,13.0,7976.7692307692305,0,0.1533
ft myers / SW florida,41990,2018.0,audi,Other,good,Unknown,other,17010.0,clean,automatic,Unknown,Unknown,sedan,Unknown,fl,26.14,-81.79,4154,2021.0,4.0,3.0,5670.0,0,0.01865
"washington, DC",12952,2016.0,toyota,camry,Unknown,4 cylinders,gas,101247.0,clean,automatic,fwd,mid-size,sedan,black,dc,39.06441,-77.603965,8571,2021.0,4.0,5.0,20249.4,0,0.09435
Other,4000,2007.0,chevrolet,silverado,good,6 cylinders,gas,176000.0,clean,automatic,4wd,full-size,truck,black,ct,41.9099,-72.6029,271,2021.0,4.0,14.0,12571.42857142857,1,0.11195
reno / tahoe,3900,2001.0,nissan,Other,Unknown,Unknown,gas,150000.0,clean,automatic,4wd,Unknown,SUV,Unknown,ca,39.5502,-119.7178,179,2021.0,4.0,20.0,7500.0,0,0.04915
reno / tahoe,28450,2007.0,ram,2500,excellent,6 cylinders,diesel,154125.0,clean,automatic,4wd,full-size,pickup,red,ca,38.903313,-121.075553,2628,2021.0,4.0,14.0,11008.92857142857,1,0.0382
orlando,3095,2001.0,toyota,Other,Unknown,Unknown,gas,1.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,fl,28.58775,-81.294978,825,2021.0,4.0,20.0,0.05,0,0.09435
sarasota-bradenton,3997,2003.0,toyota,camry,good,4 cylinders,gas,120731.0,clean,automatic,fwd,mid-size,sedan,silver,fl,27.311,-82.521,416,2021.0,4.0,18.0,6707.277777777777,0,0.09435
ft myers / SW florida,22788,2017.0,toyota,rav4,Unknown,Unknown,gas,18635.0,clean,automatic,Unknown,Unknown,other,Unknown,fl,27.26977,-82.48229,1642,2021.0,4.0,4.0,4658.75,0,0.09435
Other,8800,2012.0,toyota,camry,Unknown,Unknown,gas,134000.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,ar,35.5722,-90.7038,85,2021.0,4.0,9.0,14888.888888888889,0,0.09435
ocala,11000,2011.0,dodge,Other,Unknown,Unknown,gas,147409.0,clean,automatic,fwd,Unknown,SUV,white,fl,28.329026,-81.404237,3957,2021.0,5.0,10.0,14740.9,0,0.0322
Other,3500,2005.0,honda,accord,good,6 cylinders,gas,140600.0,clean,automatic,fwd,mid-size,sedan,grey,al,33.1969,-87.5627,256,2021.0,5.0,16.0,8787.5,0,0.0545
los angeles,22488,2018.0,mazda,Other,Unknown,Unknown,gas,11940.0,clean,automatic,fwd,Unknown,Unknown,brown,ca,34.128131,-118.255495,7268,2021.0,5.0,3.0,3980.0,0,0.0144
ft myers / SW florida,26500,2012.0,ford,Other,Unknown,Unknown,gas,37333.0,clean,automatic,Unknown,Unknown,Unknown,silver,fl,27.5008,-80.36,2769,2021.0,4.0,9.0,4148.111111111111,0,0.1533
bakersfield,14995,2001.0,ford,Other,good,10 cylinders,gas,47308.0,clean,automatic,rwd,full-size,truck,white,ca,33.874815,-117.553492,4811,2021.0,4.0,20.0,2365.4,0,0.1533
hartford,49999,2015.0,dodge,Other,good,8 cylinders,gas,16859.0,clean,manual,rwd,Unknown,other,black,ct,,,2211,2021.0,4.0,6.0,2809.8333333333335,0,0.0322
fort collins / north CO,11988,2016.0,kia,Other,Unknown,Unknown,gas,64393.0,clean,automatic,Unknown,compact,sedan,yellow,co,39.71087,-105.00285,1407,2021.0,5.0,5.0,12878.6,0,0.0204
hartford,39590,2018.0,audi,Other,good,6 cylinders,gas,45676.0,clean,other,Unknown,Unknown,other,black,ct,41.76,-72.68,4360,2021.0,4.0,3.0,15225.333333333334,0,0.01865
reno / tahoe,15991,2005.0,toyota,tundra,Unknown,Unknown,gas,118884.0,clean,automatic,fwd,Unknown,pickup,Unknown,ca,38.597771,-121.403061,9819,2021.0,5.0,16.0,7430.25,0,0.09435
fayetteville,21988,2013.0,chevrolet,Other,good,8 cylinders,diesel,164281.0,clean,automatic,rwd,Unknown,truck,white,ar,,,616,2021.0,4.0,8.0,20535.125,1,0.11195
monterey bay,5995,1996.0,toyota,tacoma,excellent,4 cylinders,gas,244916.0,clean,automatic,Unknown,full-size,truck,grey,ca,36.7563,-121.6703,147,2021.0,4.0,25.0,9796.64,1,0.09435
jacksonville,5500,2007.0,ford,fusion,good,4 cylinders,gas,84000.0,clean,automatic,fwd,Unknown,sedan,Unknown,fl,30.301334,-81.730516,222,2021.0,5.0,14.0,6000.0,0,0.1533
hawaii,5000,2006.0,jeep,Other,good,8 cylinders,gas,113000.0,clean,automatic,4wd,Unknown,SUV,blue,hi,22.0868,-159.3448,142,2021.0,5.0,15.0,7533.333333333333,0,0.03625
anchorage / mat-su,27125,2017.0,jeep,grand cherokee,Unknown,Unknown,gas,,clean,automatic,Unknown,Unknown,other,black,ak,61.218277,-149.832077,4303,2021.0,4.0,4.0,,0,0.03625
hartford,13995,2012.0,mercedes-benz,Other,Unknown,Unknown,gas,90548.0,clean,automatic,Unknown,mid-size,other,grey,ct,41.658369,-72.866606,4396,2021.0,4.0,9.0,10060.888888888889,0,0.03715
ventura county,13192,2013.0,honda,Other,excellent,4 cylinders,gas,108625.0,Unknown,automatic,4wd,Unknown,SUV,Unknown,ca,34.213401,-119.178039,5637,2021.0,4.0,8.0,13578.125,0,0.0545
atlanta,2500,2001.0,nissan,sentra,excellent,4 cylinders,gas,247000.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,ga,33.7655,-84.6469,201,2021.0,5.0,20.0,12350.0,1,0.04915
redding,24990,2019.0,acura,Other,good,Unknown,other,5334.0,clean,other,fwd,Unknown,sedan,Unknown,ca,33.779214,-84.411811,3971,2021.0,5.0,2.0,2667.0,0,0.01315
inland empire,9990,2012.0,toyota,Other,like new,4 cylinders,hybrid,120000.0,clean,automatic,fwd,Unknown,hatchback,black,ca,34.0618,-117.5404,555,2021.0,5.0,9.0,13333.333333333334,0,0.09435
Other,23995,2013.0,toyota,tacoma,Unknown,Unknown,gas,85628.0,clean,automatic,fwd,Unknown,pickup,silver,ca,38.22774,-122.6194,2753,2021.0,4.0,8.0,10703.5,0,0.09435
los angeles,21590,2017.0,hyundai,Other,good,Unknown,gas,23248.0,clean,other,fwd,Unknown,other,brown,ca,34.2,-118.44,4099,2021.0,5.0,4.0,5812.0,0,0.0267
Other,65000,2019.0,ford,Other,like new,8 cylinders,gas,5175.0,clean,automatic,4wd,full-size,pickup,white,ga,34.78411,-84.963445,355,2021.0,4.0,2.0,2587.5,0,0.1533
SF bay area,56995,2020.0,ford,Other,Unknown,Unknown,other,2498.0,clean,automatic,4wd,Unknown,Unknown,Unknown,ca,34.070311,-117.446303,3942,2021.0,5.0,1.0,2498.0,0,0.1533
reno / tahoe,5950,2003.0,toyota,Other,excellent,4 cylinders,gas,202000.0,clean,automatic,fwd,compact,hatchback,blue,ca,39.52748,-119.775889,2130,2021.0,4.0,18.0,11222.222222222223,1,0.09435
Other,22999,2017.0,volkswagen,Other,Unknown,4 cylinders,gas,57175.0,clean,other,fwd,Unknown,sedan,grey,ak,61.1381,-149.86727,4264,2021.0,4.0,4.0,14293.75,0,0.02345
Other,43275,2018.0,gmc,sierra 1500,Unknown,8 cylinders,gas,62892.0,clean,automatic,4wd,full-size,truck,black,ga,,,8089,2021.0,4.0,3.0,20964.0,0,0.0319
Other,63995,2020.0,ford,Other,Unknown,8 cylinders,other,21240.0,clean,automatic,4wd,Unknown,pickup,white,az,33.396353,-111.954863,3081,2021.0,4.0,1.0,21240.0,0,0.1533
santa barbara,3500,1999.0,Unknown,Other,good,6 cylinders,gas,183000.0,clean,automatic,Unknown,Unknown,sedan,Unknown,ca,34.4197,-119.7078,198,2021.0,5.0,22.0,8318.181818181818,1,0.04385
phoenix,2700,1997.0,ford,Other,Unknown,6 cylinders,gas,125000.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,az,33.56,-112.0927,330,2021.0,5.0,24.0,5208.333333333333,0,0.1533
daytona beach,4950,2004.0,gmc,Other,Unknown,Unknown,gas,118000.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,fl,29.1419,-81.1402,166,2021.0,4.0,17.0,6941.176470588235,0,0.0319
jacksonville,9950,2006.0,ford,Other,excellent,8 cylinders,gas,76000.0,clean,automatic,rwd,full-size,pickup,white,fl,27.2866,-82.477,349,2021.0,4.0,15.0,5066.666666666667,0,0.1533
bakersfield,26590,2017.0,toyota,Other,good,Unknown,hybrid,42163.0,clean,automatic,Unknown,Unknown,SUV,silver,ca,35.38,-119.02,4427,2021.0,4.0,4.0,10540.75,0,0.09435
sarasota-bradenton,22990,2016.0,audi,Other,good,Unknown,gas,40720.0,clean,other,fwd,Unknown,sedan,black,fl,27.33,-82.54,4376,2021.0,4.0,5.0,8144.0,0,0.01865
fort collins / north CO,17995,2008.0,ford,mustang,Unknown,8 cylinders,gas,129218.0,clean,manual,rwd,Unknown,coupe,red,co,40.376357,-111.806112,3513,2021.0,4.0,13.0,9939.846153846154,0,0.1533
monterey bay,27990,2014.0,toyota,Other,good,Unknown,other,17805.0,clean,other,Unknown,Unknown,pickup,red,ca,36.6,-121.88,4515,2021.0,4.0,7.0,2543.5714285714284,0,0.09435
south florida,8797,2004.0,toyota,tundra,Unknown,Unknown,gas,182000.0,clean,automatic,4wd,Unknown,pickup,Unknown,fl,26.058868,-80.208536,2463,2021.0,4.0,17.0,10705.882352941177,1,0.09435
SF bay area,5500,2008.0,audi,Other,Unknown,Unknown,gas,131000.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,ca,37.5605,-121.9999,339,2021.0,5.0,13.0,10076.923076923076,0,0.01865
SF bay area,7500,2007.0,gmc,Unknown,Unknown,Unknown,diesel,260000.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,ca,37.9939,-121.8089,95,2021.0,5.0,14.0,18571.428571428572,1,0.0319
Other,2500,2000.0,Unknown,Other,Unknown,Unknown,gas,128742.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,ak,60.414394,-151.003024,63,2021.0,4.0,21.0,6130.571428571428,0,0.04385
western slope,43899,2017.0,chevrolet,Other,Unknown,8 cylinders,diesel,76297.0,clean,automatic,4wd,Unknown,pickup,white,co,39.181876,-108.577721,2009,2021.0,4.0,4.0,19074.25,0,0.11195
fresno / madera,46715,2020.0,acura,Other,Unknown,Unknown,gas,4883.0,clean,automatic,Unknown,Unknown,Unknown,black,ca,36.841444,-119.807384,5698,2021.0,4.0,1.0,4883.0,0,0.01315
denver,9300,2010.0,honda,Other,good,Unknown,gas,84000.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,co,39.6948,-104.7881,750,2021.0,5.0,11.0,7636.363636363636,0,0.0545
chico,12995,2003.0,toyota,tundra,excellent,8 cylinders,gas,188984.0,clean,automatic,rwd,full-size,Unknown,Unknown,ca,38.611926,-121.423565,3907,2021.0,4.0,18.0,10499.111111111111,1,0.09435
atlanta,37995,2016.0,ford,Other,excellent,8 cylinders,diesel,101022.0,clean,automatic,4wd,full-size,truck,silver,ga,33.796999,-84.64365,966,2021.0,5.0,5.0,20204.4,0,0.1533
redding,25997,2010.0,toyota,Other,Unknown,8 cylinders,gas,167317.0,clean,automatic,4wd,Unknown,SUV,custom,ca,45.5472,-122.5001,2960,2021.0,4.0,11.0,15210.636363636364,1,0.09435
ft myers / SW florida,34590,2017.0,audi,Other,good,6 cylinders,gas,52413.0,clean,automatic,Unknown,Unknown,sedan,black,fl,26.63,-81.85,4006,2021.0,4.0,4.0,13103.25,0,0.01865
pueblo,18750,2005.0,Unknown,Other,Unknown,Unknown,diesel,161087.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,co,39.8671,-104.9227,12967,2021.0,4.0,16.0,10067.9375,1,0.04385
sarasota-bradenton,6988,2004.0,gmc,Other,Unknown,8 cylinders,Unknown,178814.0,clean,automatic,rwd,Unknown,Unknown,red,fl,27.473591,-82.570679,4249,2021.0,5.0,17.0,10518.470588235294,1,0.0319
modesto,6500,2007.0,saturn,Other,Unknown,Unknown,gas,190000.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,ca,37.68036,-120.967403,210,2021.0,4.0,14.0,13571.42857142857,1,0.00185
inland empire,18999,2011.0,ford,Other,excellent,8 cylinders,gas,159000.0,clean,automatic,4wd,full-size,pickup,Unknown,ca,33.874221,-117.557629,532,2021.0,4.0,10.0,15900.0,1,0.1533
sacramento,11000,2012.0,buick,Other,excellent,6 cylinders,gas,95000.0,clean,manual,fwd,full-size,sedan,silver,ca,38.7195,-120.8046,139,2021.0,5.0,9.0,10555.555555555555,0,0.00855
chico,16995,2016.0,subaru,Other,Unknown,4 cylinders,gas,114875.0,clean,automatic,4wd,Unknown,Unknown,Unknown,ca,39.721857,-121.827227,5044,2021.0,4.0,5.0,22975.0,0,0.0224
ventura county,19800,2012.0,ram,Unknown,Unknown,Unknown,gas,143000.0,clean,automatic,4wd,Unknown,pickup,black,ca,34.009929,-117.43115,3392,2021.0,4.0,9.0,15888.888888888889,0,0.0382
western slope,6750,2006.0,pontiac,Other,Unknown,6 cylinders,Unknown,117052.0,clean,automatic,Unknown,Unknown,SUV,black,co,39.081944,-108.588542,1036,2021.0,4.0,15.0,7803.466666666666,0,0.00365
inland empire,15000,2008.0,ram,2500,Unknown,Unknown,diesel,365000.0,clean,automatic,Unknown,full-size,Unknown,Unknown,ca,34.4222,-117.3025,551,2021.0,4.0,13.0,28076.923076923078,1,0.0382
visalia-tulare,31990,2020.0,mazda,Other,good,Unknown,gas,2408.0,clean,other,rwd,Unknown,other,white,ca,36.4,-119.38,4386,2021.0,4.0,1.0,2408.0,0,0.0144
Other,56990,2019.0,chevrolet,Other,good,8 cylinders,gas,4052.0,clean,other,rwd,Unknown,coupe,black,fl,29.67,-82.33,4221,2021.0,4.0,2.0,2026.0,0,0.11195
hawaii,23900,2016.0,toyota,Other,Unknown,4 cylinders,Unknown,36522.0,clean,automatic,Unknown,Unknown,SUV,black,hi,21.344376,-157.896975,2483,2021.0,5.0,5.0,7304.4,0,0.09435
fayetteville,3900,2005.0,cadillac,Other,excellent,8 cylinders,gas,142138.0,clean,automatic,fwd,full-size,sedan,brown,ar,36.1716,-94.0428,253,2021.0,4.0,16.0,8883.625,0,0.01445
fresno / madera,2199,1997.0,ford,expedition,Unknown,Unknown,gas,200000.0,salvage,automatic,Unknown,Unknown,Unknown,Unknown,ca,36.685049,-119.746777,722,2021.0,4.0,24.0,8333.333333333334,1,0.1533
tucson,7900,2010.0,nissan,Other,Unknown,6 cylinders,gas,188012.0,clean,automatic,4wd,Unknown,SUV,black,az,32.194929,-110.874594,518,2021.0,4.0,11.0,17092.0,1,0.04915
los angeles,39990,2020.0,tesla,Other,good,Unknown,other,14044.0,clean,other,Unknown,Unknown,sedan,Unknown,ca,33.88,-118.4,3998,2021.0,5.0,1.0,14044.0,0,0.00265
ft myers / SW florida,29590,2015.0,toyota,Other,good,6 cylinders,gas,38302.0,clean,other,4wd,Unknown,pickup,white,fl,26.14,-81.79,4537,2021.0,4.0,6.0,6383.666666666667,0,0.09435
Other,26990,2014.0,chevrolet,Other,good,6 cylinders,gas,63129.0,clean,automatic,Unknown,Unknown,pickup,black,fl,29.67,-82.33,4543,2021.0,4.0,7.0,9018.42857142857,0,0.11195
visalia-tulare,42995,2019.0,toyota,Other,Unknown,6 cylinders,gas,33078.0,clean,automatic,4wd,Unknown,pickup,grey,ca,33.3917,-111.9249,3046,2021.0,4.0,2.0,16539.0,0,0.09435
little rock,7500,2018.0,mitsubishi,Other,Unknown,Unknown,gas,23000.0,clean,manual,Unknown,Unknown,Unknown,Unknown,ar,34.8491,-92.4059,324,2021.0,5.0,3.0,7666.666666666667,0,0.00675
palm springs,3900,1996.0,ford,Other,excellent,6 cylinders,gas,49000.0,clean,automatic,Unknown,Unknown,coupe,Unknown,ca,33.745144,-116.351803,4412,2021.0,4.0,25.0,1960.0,0,0.1533
yuba-sutter,38990,2017.0,chevrolet,Other,good,Unknown,other,21524.0,clean,other,Unknown,Unknown,pickup,blue,ca,39.05,-121.61,4475,2021.0,4.0,4.0,5381.0,0,0.11195
orlando,19995,2014.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,14990.0,clean,automatic,rwd,full-size,pickup,white,fl,28.606732,-81.410269,7360,2021.0,4.0,7.0,2141.4285714285716,0,0.11195
Other,44777,2020.0,jeep,Other,Unknown,Unknown,gas,6161.0,clean,automatic,4wd,Unknown,pickup,red,ca,38.626049,-121.401344,1518,2021.0,5.0,1.0,6161.0,0,0.03625
south florida,52000,2020.0,jeep,Other,excellent,6 cylinders,gas,7600.0,clean,automatic,4wd,mid-size,SUV,grey,fl,26.248249,-80.095805,714,2021.0,5.0,1.0,7600.0,0,0.03625
space coast,19590,2016.0,mercedes-benz,Other,good,6 cylinders,gas,94989.0,clean,automatic,Unknown,Unknown,sedan,Unknown,fl,28.17,-80.6,4906,2021.0,4.0,5.0,18997.8,0,0.03715
ft myers / SW florida,30990,2019.0,ford,Other,good,Unknown,gas,5468.0,clean,other,Unknown,Unknown,pickup,white,fl,26.14,-81.79,4378,2021.0,4.0,2.0,2734.0,0,0.1533
bakersfield,56995,2020.0,ram,2500,Unknown,Unknown,diesel,31989.0,clean,automatic,Unknown,Unknown,pickup,black,ca,38.22774,-122.6194,2485,2021.0,4.0,1.0,31989.0,0,0.0382
anchorage / mat-su,19995,2016.0,toyota,camry,Unknown,4 cylinders,gas,45894.0,clean,automatic,fwd,Unknown,sedan,custom,ak,61.1549,-149.8866,2339,2021.0,4.0,5.0,9178.8,0,0.09435
anchorage / mat-su,10000,2006.0,porsche,Other,Unknown,Unknown,gas,176000.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,ak,60.6145,-151.2546,213,2021.0,4.0,15.0,11733.333333333334,1,0.00405
Other,17964,2017.0,volkswagen,Other,Unknown,4 cylinders,gas,41508.0,clean,automatic,fwd,Unknown,SUV,silver,fl,29.834721,-81.323272,4765,2021.0,4.0,4.0,10377.0,0,0.02345
san diego,18499,2018.0,cadillac,Other,Unknown,Unknown,gas,50000.0,salvage,automatic,Unknown,Unknown,Unknown,Unknown,ca,32.5753,-117.0707,610,2021.0,5.0,3.0,16666.666666666668,0,0.01445
new haven,15995,2011.0,chevrolet,silverado 2500hd,Unknown,Unknown,gas,132941.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,ct,41.582861,-73.037706,157,2021.0,4.0,10.0,13294.1,0,0.11195
Other,37500,2008.0,gmc,Other,excellent,8 cylinders,diesel,110000.0,clean,automatic,4wd,Unknown,truck,red,ga,33.499,-82.516,71,2021.0,5.0,13.0,8461.538461538461,0,0.0319
little rock,17518,2019.0,buick,Other,Unknown,Unknown,gas,25463.0,clean,automatic,fwd,Unknown,Unknown,Unknown,ar,38.4018,-93.785,14082,2021.0,4.0,2.0,12731.5,0,0.00855
denver,14999,2014.0,honda,Other,Unknown,4 cylinders,gas,99283.0,clean,automatic,4wd,Unknown,SUV,Unknown,co,40.182151,-105.102373,9675,2021.0,5.0,7.0,14183.285714285714,0,0.0545
jacksonville,39500,2007.0,ford,Other,like new,6 cylinders,diesel,8447.0,clean,automatic,rwd,full-size,truck,white,fl,29.0266,-81.3349,367,2021.0,4.0,14.0,603.3571428571429,0,0.1533
atlanta,2800,2002.0,jeep,grand cherokee,good,6 cylinders,gas,224000.0,clean,automatic,Unknown,Unknown,SUV,blue,ga,33.7278,-84.2143,318,2021.0,5.0,19.0,11789.473684210527,1,0.03625
fresno / madera,27988,2019.0,toyota,camry,Unknown,Unknown,gas,24115.0,clean,automatic,fwd,Unknown,Unknown,black,ca,36.841444,-119.807384,5266,2021.0,4.0,2.0,12057.5,0,0.09435
palm springs,6900,2015.0,nissan,Other,excellent,4 cylinders,gas,49000.0,clean,manual,Unknown,Unknown,sedan,Unknown,ca,33.743904,-116.359028,6470,2021.0,4.0,6.0,8166.666666666667,0,0.04915
colorado springs,3200,2007.0,saturn,Other,Unknown,Unknown,gas,135006.0,clean,manual,Unknown,Unknown,Unknown,Unknown,co,38.778293,-104.771665,441,2021.0,4.0,14.0,9643.285714285714,0,0.00185
daytona beach,6300,2015.0,chevrolet,malibu,good,4 cylinders,gas,157000.0,clean,automatic,fwd,mid-size,sedan,blue,fl,28.914881,-81.200205,147,2021.0,4.0,6.0,26166.666666666668,1,0.11195
"washington, DC",14991,1994.0,bmw,Other,Unknown,Unknown,gas,70973.0,clean,automatic,Unknown,Unknown,convertible,black,dc,38.759362,-77.454146,4848,2021.0,4.0,27.0,2628.6296296296296,0,0.0387
modesto,34990,2018.0,Unknown,Other,good,8 cylinders,gas,43398.0,clean,other,rwd,Unknown,sedan,Unknown,ca,33.779214,-84.411811,3937,2021.0,5.0,3.0,14466.0,0,0.04385
Other,26400,2016.0,toyota,Other,excellent,6 cylinders,gas,99000.0,clean,manual,fwd,Unknown,SUV,white,fl,29.7976,-81.9899,346,2021.0,4.0,5.0,19800.0,0,0.09435
hartford,7800,2011.0,honda,Other,Unknown,4 cylinders,gas,98000.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,ct,41.7326,-72.7337,153,2021.0,5.0,10.0,9800.0,0,0.0545
redding,27999,2014.0,jeep,Other,excellent,6 cylinders,gas,101028.0,clean,automatic,4wd,Unknown,SUV,white,ca,38.608933,-121.430188,16940,2021.0,4.0,7.0,14432.57142857143,0,0.03625
Other,8500,2011.0,ford,f-150,Unknown,Unknown,gas,230000.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,al,33.1617,-87.5144,395,2021.0,4.0,10.0,23000.0,1,0.1533
phoenix,3200,2006.0,chrysler,Other,good,4 cylinders,gas,85000.0,salvage,automatic,fwd,Unknown,hatchback,Unknown,az,33.1911,-111.528,891,2021.0,5.0,15.0,5666.666666666667,0,0.0129
redding,11999,2012.0,ford,Other,excellent,4 cylinders,gas,109024.0,clean,automatic,fwd,full-size,Unknown,white,ca,38.608933,-121.430188,16267,2021.0,4.0,9.0,12113.777777777777,0,0.1533
colorado springs,22999,2019.0,toyota,camry,Unknown,4 cylinders,gas,39787.0,clean,automatic,fwd,mid-size,sedan,black,co,39.578815,-104.862418,10486,2021.0,4.0,2.0,19893.5,0,0.09435
atlanta,33990,2019.0,ford,Other,good,Unknown,gas,4136.0,clean,other,Unknown,Unknown,pickup,blue,ga,33.75,-84.39,4378,2021.0,5.0,2.0,2068.0,0,0.1533
modesto,10988,2013.0,bmw,Other,excellent,4 cylinders,gas,122578.0,clean,automatic,rwd,compact,sedan,blue,ca,38.611335,-121.430953,5018,2021.0,4.0,8.0,15322.25,0,0.0387
san diego,11300,2010.0,mercedes-benz,Other,excellent,4 cylinders,gas,114000.0,clean,automatic,Unknown,Unknown,Unknown,white,ca,32.474727,-117.049632,438,2021.0,5.0,11.0,10363.636363636364,0,0.03715
sarasota-bradenton,19995,2015.0,bmw,Other,Unknown,Unknown,gas,72505.0,clean,automatic,Unknown,Unknown,sedan,blue,fl,27.26977,-82.48229,1686,2021.0,5.0,6.0,12084.166666666666,0,0.0387
reno / tahoe,22990,2013.0,lexus,Other,excellent,6 cylinders,gas,82550.0,clean,automatic,4wd,Unknown,sedan,Unknown,ca,39.495568,-119.789546,4234,2021.0,4.0,8.0,10318.75,0,0.02515
chico,17990,2018.0,toyota,Other,good,Unknown,gas,19632.0,clean,other,fwd,Unknown,sedan,Unknown,ca,39.71,-121.81,4257,2021.0,4.0,3.0,6544.0,0,0.09435
modesto,3000,1980.0,mercedes-benz,Other,fair,8 cylinders,gas,135000.0,clean,automatic,rwd,Unknown,Unknown,brown,ca,37.6746,-121.0113,192,2021.0,4.0,41.0,3292.682926829268,0,0.03715
Other,42990,2018.0,audi,Other,good,6 cylinders,gas,16460.0,clean,other,Unknown,Unknown,coupe,Unknown,ga,32.51,-84.87,4176,2021.0,4.0,3.0,5486.666666666667,0,0.01865
Other,6998,2010.0,subaru,impreza,Unknown,Unknown,gas,119488.0,clean,automatic,Unknown,compact,hatchback,blue,ct,41.931038,-72.767128,2430,2021.0,4.0,11.0,10862.545454545454,0,0.0224
palm springs,39000,2019.0,acura,Other,good,Unknown,other,24537.0,clean,automatic,fwd,Unknown,SUV,red,ca,33.707279,-116.285181,2800,2021.0,4.0,2.0,12268.5,0,0.01315
Other,21500,2012.0,rover,Unknown,like new,8 cylinders,gas,79500.0,clean,automatic,4wd,full-size,SUV,silver,ga,33.9461,-83.418,398,2021.0,4.0,9.0,8833.333333333334,0,0.00595
hawaii,15000,2015.0,toyota,Other,Unknown,Unknown,gas,86720.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,hi,21.2998,-157.8439,755,2021.0,5.0,6.0,14453.333333333334,0,0.09435
ft myers / SW florida,22990,2011.0,toyota,Other,good,Unknown,other,91175.0,clean,other,Unknown,Unknown,pickup,Unknown,fl,26.63,-81.85,4526,2021.0,4.0,10.0,9117.5,0,0.09435
ocala,4500,2011.0,chrysler,Other,good,6 cylinders,gas,147000.0,clean,automatic,fwd,full-size,sedan,red,fl,29.0531,-82.0375,90,2021.0,4.0,10.0,14700.0,0,0.0129
